u,v,highway,length
5291943563,1548082068,tertiary,27.808
5291943567,1548081413,tertiary,35.822
5291943567,5291943563,tertiary,17.247
5291943743,112617158,tertiary,104.624
5291943785,1474720648,residential,87.519
5291943785,5291943800,secondary,21.897
5291943800,128655625,secondary,106.504
5291943800,5291943785,secondary,21.897
5291943800,128655624,secondary,20.452
5291944040,1548078130,residential,140.365
5291944040,1548077447,residential,38.161
5291944065,114310261,primary_link,95.113
5291944065,112617174,primary,62.799
5292005412,2163335444,residential,81.196
5292005412,2163335423,residential,25.401
5297456577,2250887839,residential,182.415
5297512321,5297512325,living_street,104.178
5297512321,128673223,residential,52.163
5297512325,5297512321,living_street,104.178
5297676319,5297703221,residential,34.401
5297676319,5297703221,residential,34.688
5297703221,479183080,residential,35.329
5297703224,5297703225,living_street,48.434
5297703224,479183873,secondary,80.263
5297703224,335691896,secondary,32.71
5297703225,5297703224,living_street,48.434
5297710833,478212483,living_street,2.722
5297710833,2616040194,living_street,155.019
5297710833,3391598644,living_street,7.689
5297746031,479411934,residential,79.569
5297746031,5297746037,living_street,85.431
5297746037,479411934,residential,23.816
5297746037,5297746031,living_street,85.431
5297746057,4468092412,living_street,150.337
5297746057,5297746060,residential,37.513
5297746057,5297746098,residential,57.899
5297746060,428214934,residential,101.378
5297746060,1788786321,residential,75.152
5297746060,428215376,residential,103.685
5297746060,5297746057,residential,37.513
5297746062,497171014,living_street,22.317
5297746062,1788786432,living_street,35.44
5297746062,5297746066,living_street,32.521
5297746066,5297746062,living_street,32.521
5297746066,5297746098,residential,80.181
5297746066,311888519,residential,56.037
5297746098,5297746057,residential,57.899
5297746098,5297746066,residential,80.181
5297757225,479519950,living_street,80.451
5297757225,479522366,residential,42.744
5297757225,479512730,residential,20.932
5297832488,1264279491,residential,345.293
5297832506,3605258295,residential,51.984
5297832506,501142402,living_street,38.053
5297833144,4468847606,residential,162.855
5297833144,1487178602,tertiary,14.652
5297848047,112552931,secondary_link,58.141
5297848047,10065738784,motorway_link,61.645
5297848077,5476877921,primary,57.116
5297848077,1353867886,primary_link,261.804
5305836806,10916547320,primary_link,27.812
5305836806,4751729004,secondary,13.675
5305866749,299613131,primary,21.666
5305866749,1352647054,primary,32.065
5305866753,299613131,primary,22.619
5305866753,1352647054,primary,24.075
5306571188,493669084,living_street,72.358
5306571191,493669084,living_street,21.7
5306571192,5306571196,residential,20.408
5306571192,493669113,residential,58.723
5306571192,493669144,residential,116.191
5306571196,5306571192,residential,20.408
5306571196,493669084,living_street,39.339
5306571196,493669127,residential,106.906
5306576627,480486059,residential,18.124
5306607707,5306607712,residential,25.844
5306607707,480496458,residential,29.187
5306607712,311888929,residential,60.783
5306915878,1548075153,living_street,16.127
5306916277,5306916283,residential,34.359
5306916277,1548076021,residential,73.323
5306916277,1548075153,residential,74.455
5306916283,1548075642,residential,15.33
5306916283,5306916277,residential,34.359
5306916283,5306916285,living_street,22.962
5306916285,5306916283,living_street,22.962
5306949549,5306949552,residential,14.564
5306949549,1731170029,residential,46.141
5306949552,5306949549,residential,14.564
5306949553,1731170066,residential,212.739
5307690019,1352647025,primary,77.841
5307690019,5307690020,primary,104.373
5307690020,1352647001,secondary,8.401
5307690020,1352646998,primary,15.433
5310490956,497690571,residential,32.648
5310490956,12112418731,residential,44.072
5342838456,5342858817,residential,6.953
5342838456,3282703132,residential,18.9
5342838456,3282703128,residential,48.68
5342858817,5342838456,residential,6.953
5342858817,5342861424,residential,44.024
5342858817,5342861433,residential,78.711
5342861424,5342858817,residential,44.024
5342861433,3282703128,residential,62.791
5342861433,5342858817,residential,78.711
5342861444,1548073060,residential,65.789
5342861444,1548071049,unclassified,347.455
5342861444,1548073516,residential,39.533
5342861444,1548074790,unclassified,572.748
5476829014,3166561407,primary,45.251
5476877534,3166562625,primary,28.546
5476877577,257735445,secondary,70.407
5476877577,7805007674,secondary,40.945
5476877846,4526777749,secondary,12.814
5476877921,111636738,primary,5.54
5494270842,4612022408,residential,20.36
5494272792,5581600175,residential,37.345
5581600175,314555992,tertiary,64.801
5581600175,4737133828,tertiary,91.823
5581600175,5494272792,residential,37.345
5586456615,429541653,primary,22.627
5586457332,5586456615,primary,113.001
5627298509,9376306392,busway,127.201
5633860391,9364125921,living_street,11.157
5633860391,3149005251,residential,47.744
5633860391,9364125933,residential,39.084
5633860404,90381086,residential,107.397
5633860404,90381067,residential,149.482
5633860405,5633860404,residential,14.104
5771442310,3950967640,tertiary,37.714
5771442310,414120991,secondary,26.144
5771442310,414120959,secondary,10.833
5849847847,137896681,living_street,80.224
5849857853,138239684,residential,56.995
5849857853,2202026023,residential,83.922
5865201851,3896082259,secondary,387.668
5865201851,126617431,secondary,102.136
5865201872,474676238,residential,61.443
5865201872,343646851,secondary,31.314
5865202421,474683172,residential,225.241
5865202421,474685694,residential,12.469
5865202421,474677888,residential,243.22
6034367200,6034367201,residential,67.179
6034367201,8091578303,residential,44.553
6034367201,425725650,residential,104.019
6034367201,6034367200,residential,67.179
6110231472,663689241,residential,559.101
6110231472,3282703132,residential,17.487
6110231472,9798875494,residential,71.114
6131999288,11018140774,tertiary,16.502
6131999288,1837851070,tertiary,15.14
6131999288,11018140776,residential,18.615
6152288414,1474720683,residential,49.266
6152288414,4395077802,living_street,49.384
6152288433,1548086903,living_street,129.442
6152288433,1548087451,living_street,5.471
6152288433,6152288436,living_street,10.861
6152288436,6152288433,living_street,10.861
6152288436,1548087470,living_street,4.637
6152288436,1548088242,living_street,89.566
6173654637,311887526,primary,22.878
6173654637,480482966,primary,56.49
6173654637,4468090958,living_street,95.365
6241785567,429380546,secondary,95.539
6241785567,1270263272,secondary,64.212
6241785581,2641982145,residential,7.519
6241785581,429380546,residential,123.556
6241825004,335739291,residential,115.383
6241914161,1561603865,residential,127.841
6249234553,137994933,residential,67.745
6249234553,473240006,residential,182.066
6249235142,297369744,secondary_link,15.15
6249235142,1842003111,secondary,51.461
6249235142,297369742,secondary,147.376
6249303828,432578781,residential,205.906
6249303828,4282469042,residential,121.222
6249303828,8691432366,residential,53.895
6340099258,6340099259,living_street,3.953
6340099258,6340099258,living_street,148.61
6340099258,6340099258,living_street,148.61
6340099259,6340099258,living_street,3.953
6340099259,3570147078,living_street,30.786
6340099259,6340099265,living_street,44.114
6340099265,6340099259,living_street,44.114
6380903721,6380903725,living_street,104.222
6380903721,6380904147,living_street,46.878
6380903721,6380904167,living_street,22.847
6380903725,6380903721,living_street,104.222
6380903743,6380904169,living_street,97.642
6380904147,10967965878,living_street,57.921
6380904147,6380903721,living_street,46.878
6380904147,6380904166,living_street,75.882
6380904166,6380904167,tertiary,25.636
6380904166,497870739,tertiary,26.734
6380904166,6380904147,living_street,75.882
6380904167,500009848,tertiary,27.982
6380904167,6380904166,tertiary,25.636
6380904167,6380903721,living_street,22.847
6380904169,6380903743,living_street,97.642
6380904169,4469023903,tertiary,117.005
6380904169,500009848,tertiary,67.302
6381957187,11059328017,living_street,12.582
6381957187,11059328019,tertiary,6.022
6381957187,497871642,tertiary,96.461
6381957188,11059328017,living_street,21.712
6381957188,4464000741,living_street,41.408
6381957188,11059328016,living_street,28.325
6381957192,4452248082,residential,21.036
6381957200,497871509,residential,21.713
6381957200,4452248081,residential,27.155
6381957200,6381957361,living_street,275.018
6381957313,497870815,residential,14.157
6381957361,497871638,tertiary,20.184
6381957361,6381957200,living_street,275.018
6381957361,11059328019,tertiary,99.983
6405838291,25632399,residential,80.424
6405838291,25632400,living_street,21.996
6540216071,2205504451,living_street,57.24
6548313440,128668285,secondary,31.518
6548313440,128668278,secondary,113.784
6548313440,428214941,residential,18.427
6550894003,286970027,residential,3.325
6550894003,3392710672,residential,71.103
6550894003,6550894005,residential,33.513
6550894005,6550894003,residential,33.513
6551223731,435759031,residential,80.449
6551282170,475548530,living_street,20.336
6680293198,6680293199,residential,66.301
6680293199,428217470,residential,83.416
6680293199,6680293198,residential,66.301
6680293199,428214955,residential,39.041
6702736622,6702736623,living_street,42.745
6702736622,6702736623,living_street,85.861
6702736622,4718388013,living_street,18.653
6702736623,6702736622,living_street,42.745
6702736623,6702736622,living_street,85.861
6702736623,6702736624,living_street,20.903
6702736624,4718387998,residential,15.844
6702736624,444004661,residential,23.068
6702736624,6702736623,living_street,20.903
6819358036,297369946,residential,20.307
6819358036,2486710642,residential,87.127
7056419949,452682304,secondary,4.337
7056419949,25632375,secondary,106.283
7056419949,7056419950,secondary_link,28.504
7056419950,1788787124,secondary,123.206
7072162105,122528346,tertiary,21.285
7072162105,311887521,residential,108.746
7075675243,432578859,residential,111.12
7075675243,12030853066,residential,80.973
7075675243,432578852,residential,97.535
7087294921,4458083615,residential,33.771
7087294921,415754694,residential,128.033
7087294921,4458083610,unclassified,41.19
7088940335,5244467683,residential,304.768
7088940335,1097379581,residential,62.462
7088940335,7088940340,residential,28.225
7088940340,7088940335,residential,28.225
7184528637,7184528637,residential,172.117
7681393362,7681393364,residential,19.471
7681393362,1652929049,residential,65.586
7681393364,840460255,residential,9.974
7681393364,257736547,residential,93.883
7681393407,1933900388,living_street,158.155
7694056913,2880479545,residential,55.229
7694056913,2880479531,residential,34.976
7694056913,1731170251,residential,89.068
7710508954,1243858000,living_street,103.917
7716835925,1646061463,residential,155.385
7716835925,1646061466,residential,28.366
7801967322,11371478982,secondary,2.339
7805007674,429378625,tertiary,10.955
7805007674,5476877846,secondary,26.806
7844352884,427277909,primary,35.653
7844352884,4751728939,primary,113.734
